364	Q0	FR941006-1-00007	4	8.5560465	LMDirichlet1000.0-D10-content
352	Q0	FT942-11118	6	9.404386	LMDirichlet1000.0-D10-content
320	Q0	FBIS3-59791	6	16.549232	LMDirichlet1000.0-D10-content
682	Q0	FR940825-1-00054	6	8.556955	LMDirichlet1000.0-D10-content
607	Q0	FT932-16747	4	9.771385	LMDirichlet1000.0-D10-content
305	Q0	LA082389-0001	5	5.303012	LMDirichlet1000.0-D10-content
352	Q0	FT934-2741	10	8.966125	LMDirichlet1000.0-D10-content
323	Q0	LA100889-0011	10	9.778346	LMDirichlet1000.0-D10-content
396	Q0	FT923-7392	1	14.086421	LMDirichlet1000.0-D10-content
376	Q0	FBIS3-36568	2	4.0393	LMDirichlet1000.0-D10-content
640	Q0	FT921-3529	10	8.386187	LMDirichlet1000.0-D10-content
615	Q0	FT943-9	2	8.78599	LMDirichlet1000.0-D10-content
423	Q0	FBIS4-30975	5	19.41788	LMDirichlet1000.0-D10-content
625	Q0	FT931-6324	8	10.820842	LMDirichlet1000.0-D10-content
382	Q0	FBIS3-59723	5	13.439415	LMDirichlet1000.0-D10-content
420	Q0	LA060989-0102	5	14.203303	LMDirichlet1000.0-D10-content
647	Q0	FT943-8996	4	8.940124	LMDirichlet1000.0-D10-content
450	Q0	FT941-13153	2	11.04772	LMDirichlet1000.0-D10-content
601	Q0	FT943-6412	9	9.127641	LMDirichlet1000.0-D10-content
338	Q0	LA120390-0085	7	8.589494	LMDirichlet1000.0-D10-content
385	Q0	FBIS4-44893	2	10.336005	LMDirichlet1000.0-D10-content
341	Q0	FT941-4175	2	5.5923414	LMDirichlet1000.0-D10-content
652	Q0	FBIS4-53062	8	8.159065	LMDirichlet1000.0-D10-content
648	Q0	FR941202-0-00179	8	6.258501	LMDirichlet1000.0-D10-content
352	Q0	FT944-4064	8	9.151959	LMDirichlet1000.0-D10-content
354	Q0	FT933-16389	4	5.336382	LMDirichlet1000.0-D10-content
318	Q0	FT934-5517	9	4.38519	LMDirichlet1000.0-D10-content
654	Q0	LA120789-0105	1	8.731253	LMDirichlet1000.0-D10-content
313	Q0	FT944-3015	2	20.175089	LMDirichlet1000.0-D10-content
314	Q0	LA052589-0039	2	6.545498	LMDirichlet1000.0-D10-content
603	Q0	LA072790-0059	2	13.529017	LMDirichlet1000.0-D10-content
444	Q0	FBIS3-40501	4	12.810633	LMDirichlet1000.0-D10-content
424	Q0	LA101390-0121	9	5.728676	LMDirichlet1000.0-D10-content
395	Q0	FT922-769	9	5.4007154	LMDirichlet1000.0-D10-content
410	Q0	FT924-1015	4	9.4514	LMDirichlet1000.0-D10-content
370	Q0	FR941221-2-00053	3	6.826543	LMDirichlet1000.0-D10-content
653	Q0	FBIS4-21950	7	14.748849	LMDirichlet1000.0-D10-content
626	Q0	LA031090-0107	2	6.5307164	LMDirichlet1000.0-D10-content
326	Q0	FT943-543	6	9.725012	LMDirichlet1000.0-D10-content
365	Q0	LA021690-0167	4	11.038556	LMDirichlet1000.0-D10-content
636	Q0	FR940727-0-00085	1	11.1944895	LMDirichlet1000.0-D10-content
675	Q0	LA022690-0044	10	10.98336	LMDirichlet1000.0-D10-content
603	Q0	FT942-5827	7	12.91275	LMDirichlet1000.0-D10-content
439	Q0	FT942-14635	3	10.21476	LMDirichlet1000.0-D10-content
624	Q0	LA021989-0231	5	13.3308935	LMDirichlet1000.0-D10-content
668	Q0	LA070590-0188	8	5.41737	LMDirichlet1000.0-D10-content
423	Q0	FT942-13554	6	19.326763	LMDirichlet1000.0-D10-content
690	Q0	FBIS3-26712	3	7.798674	LMDirichlet1000.0-D10-content
392	Q0	FT941-1242	4	7.252784	LMDirichlet1000.0-D10-content
340	Q0	FT911-826	3	7.757536	LMDirichlet1000.0-D10-content
616	Q0	FT923-10115	7	6.9396625	LMDirichlet1000.0-D10-content
634	Q0	LA050390-0212	5	9.817329	LMDirichlet1000.0-D10-content
602	Q0	FT924-14925	1	12.499005	LMDirichlet1000.0-D10-content
660	Q0	LA123189-0136	3	11.372618	LMDirichlet1000.0-D10-content
402	Q0	LA111289-0077	8	7.5932097	LMDirichlet1000.0-D10-content
655	Q0	FBIS3-59753	6	9.117506	LMDirichlet1000.0-D10-content
396	Q0	FT923-2548	6	12.099819	LMDirichlet1000.0-D10-content
609	Q0	LA070690-0084	3	12.184843	LMDirichlet1000.0-D10-content
359	Q0	FT921-12481	5	8.078421	LMDirichlet1000.0-D10-content
350	Q0	FR940706-0-00094	4	6.910981	LMDirichlet1000.0-D10-content
325	Q0	LA110490-0082	7	8.365129	LMDirichlet1000.0-D10-content
636	Q0	LA050289-0019	9	7.0910306	LMDirichlet1000.0-D10-content
664	Q0	LA050989-0003	8	9.071005	LMDirichlet1000.0-D10-content
621	Q0	FT921-7364	2	17.525772	LMDirichlet1000.0-D10-content
442	Q0	FBIS3-52276	7	5.991299	LMDirichlet1000.0-D10-content
366	Q0	FBIS4-20690	4	7.684829	LMDirichlet1000.0-D10-content
322	Q0	FT944-8297	8	5.4375143	LMDirichlet1000.0-D10-content
663	Q0	FR940203-1-00049	10	7.922779	LMDirichlet1000.0-D10-content
432	Q0	LA070689-0115	10	7.20679	LMDirichlet1000.0-D10-content
323	Q0	LA040489-0107	2	13.054598	LMDirichlet1000.0-D10-content
358	Q0	LA091689-0056	3	11.956789	LMDirichlet1000.0-D10-content
602	Q0	FT931-1637	9	10.653217	LMDirichlet1000.0-D10-content
341	Q0	FR940825-1-00144	9	5.3331866	LMDirichlet1000.0-D10-content
337	Q0	FBIS4-67622	7	12.272295	LMDirichlet1000.0-D10-content
338	Q0	FT941-16918	4	10.0407715	LMDirichlet1000.0-D10-content
331	Q0	LA040689-0176	4	5.56513	LMDirichlet1000.0-D10-content
326	Q0	FT944-18499	10	9.33194	LMDirichlet1000.0-D10-content
380	Q0	FBIS4-47579	1	11.314805	LMDirichlet1000.0-D10-content
682	Q0	LA060290-0115	9	8.211722	LMDirichlet1000.0-D10-content
336	Q0	FR940603-0-00083	5	6.4450884	LMDirichlet1000.0-D10-content
440	Q0	LA072489-0081	4	6.819675	LMDirichlet1000.0-D10-content
670	Q0	LA040490-0041	2	8.221848	LMDirichlet1000.0-D10-content
612	Q0	FBIS4-24470	7	7.9869275	LMDirichlet1000.0-D10-content
379	Q0	LA110890-0003	5	5.467798	LMDirichlet1000.0-D10-content
607	Q0	FT944-17394	7	9.644134	LMDirichlet1000.0-D10-content
655	Q0	FR940527-1-00037	10	8.732269	LMDirichlet1000.0-D10-content
665	Q0	FBIS4-14148	8	8.8235035	LMDirichlet1000.0-D10-content
652	Q0	FT931-15844	3	11.171088	LMDirichlet1000.0-D10-content
317	Q0	FT943-16992	8	8.516958	LMDirichlet1000.0-D10-content
632	Q0	FT932-2680	6	10.1270485	LMDirichlet1000.0-D10-content
433	Q0	LA072990-0149	6	8.749025	LMDirichlet1000.0-D10-content
404	Q0	FT934-5663	9	7.769665	LMDirichlet1000.0-D10-content
394	Q0	LA061190-0063	3	4.7377152	LMDirichlet1000.0-D10-content
346	Q0	FR940920-2-00148	5	5.5156674	LMDirichlet1000.0-D10-content
620	Q0	FBIS4-37508	2	8.895851	LMDirichlet1000.0-D10-content
611	Q0	FBIS4-21111	2	10.638217	LMDirichlet1000.0-D10-content
442	Q0	LA042389-0096	10	5.941925	LMDirichlet1000.0-D10-content
644	Q0	FR940830-0-00004	4	10.153847	LMDirichlet1000.0-D10-content
340	Q0	FBIS4-50570	10	6.6966076	LMDirichlet1000.0-D10-content
647	Q0	FT923-12165	9	8.314346	LMDirichlet1000.0-D10-content
649	Q0	FT921-5724	1	10.422645	LMDirichlet1000.0-D10-content
444	Q0	FBIS4-44747	3	13.072184	LMDirichlet1000.0-D10-content
407	Q0	LA021190-0107	10	10.3653965	LMDirichlet1000.0-D10-content
667	Q0	LA072689-0011	2	12.25653	LMDirichlet1000.0-D10-content
343	Q0	LA031890-0136	1	6.3147945	LMDirichlet1000.0-D10-content
624	Q0	LA101289-0116	7	12.263616	LMDirichlet1000.0-D10-content
416	Q0	FBIS3-45089	3	10.398311	LMDirichlet1000.0-D10-content
333	Q0	FR940523-0-00045	2	13.797315	LMDirichlet1000.0-D10-content
334	Q0	FT932-12062	4	10.532331	LMDirichlet1000.0-D10-content
657	Q0	LA053089-0108	3	10.407828	LMDirichlet1000.0-D10-content
375	Q0	FBIS3-59723	2	9.195691	LMDirichlet1000.0-D10-content
603	Q0	FT942-14179	10	12.483405	LMDirichlet1000.0-D10-content
667	Q0	FT943-6193	9	9.202899	LMDirichlet1000.0-D10-content
666	Q0	FT944-14469	4	8.840243	LMDirichlet1000.0-D10-content
633	Q0	FT922-15171	1	12.523916	LMDirichlet1000.0-D10-content
655	Q0	LA011989-0197	9	8.817632	LMDirichlet1000.0-D10-content
378	Q0	FT931-1576	6	6.3315244	LMDirichlet1000.0-D10-content
646	Q0	FT942-15205	9	8.7942295	LMDirichlet1000.0-D10-content
374	Q0	LA080889-0027	10	12.484263	LMDirichlet1000.0-D10-content
443	Q0	FT933-5769	9	5.5147505	LMDirichlet1000.0-D10-content
680	Q0	LA052090-0066	2	9.951784	LMDirichlet1000.0-D10-content
632	Q0	FT932-8569	5	10.373783	LMDirichlet1000.0-D10-content
604	Q0	LA112690-0027	4	13.846466	LMDirichlet1000.0-D10-content
315	Q0	LA031490-0055	7	8.137987	LMDirichlet1000.0-D10-content
314	Q0	LA073089-0121	9	6.164052	LMDirichlet1000.0-D10-content
686	Q0	FT931-16819	10	9.676059	LMDirichlet1000.0-D10-content
361	Q0	LA022890-0075	3	11.950652	LMDirichlet1000.0-D10-content
404	Q0	FBIS3-39745	2	8.149908	LMDirichlet1000.0-D10-content
383	Q0	FT933-4868	5	10.23254	LMDirichlet1000.0-D10-content
680	Q0	LA081789-0137	4	9.060879	LMDirichlet1000.0-D10-content
371	Q0	LA072289-0144	4	9.104401	LMDirichlet1000.0-D10-content
398	Q0	LA060290-0124	5	9.358227	LMDirichlet1000.0-D10-content
635	Q0	LA061690-0004	9	9.0092745	LMDirichlet1000.0-D10-content
613	Q0	FR941213-2-00104	2	9.863627	LMDirichlet1000.0-D10-content
385	Q0	FBIS4-44635	9	9.021055	LMDirichlet1000.0-D10-content
350	Q0	LA060690-0112	2	6.986495	LMDirichlet1000.0-D10-content
422	Q0	LA073089-0145	4	9.380881	LMDirichlet1000.0-D10-content
378	Q0	FBIS3-40263	2	6.8519835	LMDirichlet1000.0-D10-content
698	Q0	FT943-5793	3	9.272764	LMDirichlet1000.0-D10-content
646	Q0	LA102190-0122	4	9.053523	LMDirichlet1000.0-D10-content
391	Q0	FT923-11708	1	5.81902	LMDirichlet1000.0-D10-content
624	Q0	LA080590-0138	10	11.635916	LMDirichlet1000.0-D10-content
640	Q0	FT934-4522	6	9.246993	LMDirichlet1000.0-D10-content
638	Q0	LA073189-0021	5	6.3801594	LMDirichlet1000.0-D10-content
645	Q0	FT921-6989	7	10.951059	LMDirichlet1000.0-D10-content
373	Q0	FR940902-0-00008	2	10.6409025	LMDirichlet1000.0-D10-content
339	Q0	LA051989-0006	9	10.622253	LMDirichlet1000.0-D10-content
626	Q0	LA120789-0060	1	7.21699	LMDirichlet1000.0-D10-content
328	Q0	FT942-10572	5	12.179468	LMDirichlet1000.0-D10-content
324	Q0	FBIS3-32761	4	8.074166	LMDirichlet1000.0-D10-content
387	Q0	FR940406-2-00182	9	9.330502	LMDirichlet1000.0-D10-content
629	Q0	LA020190-0189	9	9.980282	LMDirichlet1000.0-D10-content
674	Q0	LA120589-0078	7	7.090007	LMDirichlet1000.0-D10-content
378	Q0	FBIS4-64858	10	6.190751	LMDirichlet1000.0-D10-content
670	Q0	FT942-16427	4	8.148864	LMDirichlet1000.0-D10-content
637	Q0	FR940817-2-00260	10	10.461039	LMDirichlet1000.0-D10-content
678	Q0	FR940405-1-00030	6	6.7030907	LMDirichlet1000.0-D10-content
355	Q0	FT943-1589	9	7.140957	LMDirichlet1000.0-D10-content
652	Q0	FBIS3-47720	6	8.236974	LMDirichlet1000.0-D10-content
357	Q0	FBIS4-38316	8	6.453654	LMDirichlet1000.0-D10-content
362	Q0	FBIS3-26112	7	6.2645035	LMDirichlet1000.0-D10-content
400	Q0	LA061790-0153	1	16.575054	LMDirichlet1000.0-D10-content
307	Q0	FR940404-2-00028	2	8.339509	LMDirichlet1000.0-D10-content
303	Q0	FT921-7107	2	15.751661	LMDirichlet1000.0-D10-content
340	Q0	FR940727-0-00038	6	7.112912	LMDirichlet1000.0-D10-content
381	Q0	FR940902-2-00003	8	5.9124455	LMDirichlet1000.0-D10-content
374	Q0	FT941-1232	1	14.0730095	LMDirichlet1000.0-D10-content
416	Q0	FBIS3-59308	4	9.904316	LMDirichlet1000.0-D10-content
700	Q0	FR940822-0-00030	6	7.06353	LMDirichlet1000.0-D10-content
377	Q0	FR940208-1-00070	8	10.093061	LMDirichlet1000.0-D10-content
412	Q0	FT941-4175	2	5.5923414	LMDirichlet1000.0-D10-content
450	Q0	FT933-5957	8	10.323337	LMDirichlet1000.0-D10-content
378	Q0	FT931-14163	4	6.492605	LMDirichlet1000.0-D10-content
657	Q0	LA042389-0105	6	8.382813	LMDirichlet1000.0-D10-content
319	Q0	FR940627-0-00205	2	6.1908693	LMDirichlet1000.0-D10-content
351	Q0	FT934-4848	6	10.65192	LMDirichlet1000.0-D10-content
630	Q0	FBIS4-21373	6	8.601202	LMDirichlet1000.0-D10-content
449	Q0	LA052190-0106	2	10.427753	LMDirichlet1000.0-D10-content
396	Q0	FT944-18520	9	11.169248	LMDirichlet1000.0-D10-content
364	Q0	FBIS3-22643	9	7.866286	LMDirichlet1000.0-D10-content
327	Q0	FBIS3-40630	2	9.246759	LMDirichlet1000.0-D10-content
648	Q0	LA080689-0167	5	6.7349067	LMDirichlet1000.0-D10-content
409	Q0	LA050989-0113	9	7.6154275	LMDirichlet1000.0-D10-content
340	Q0	FR940527-0-00164	7	7.0121403	LMDirichlet1000.0-D10-content
414	Q0	FT944-12369	8	9.685326	LMDirichlet1000.0-D10-content
350	Q0	LA112390-0145	7	6.690366	LMDirichlet1000.0-D10-content
375	Q0	FT923-14293	5	8.900331	LMDirichlet1000.0-D10-content
328	Q0	FT922-7464	6	12.091534	LMDirichlet1000.0-D10-content
317	Q0	LA073190-0082	2	12.490741	LMDirichlet1000.0-D10-content
630	Q0	LA120990-0203	2	10.363603	LMDirichlet1000.0-D10-content
431	Q0	LA030589-0277	3	9.1595955	LMDirichlet1000.0-D10-content
439	Q0	FR940627-2-00078	2	11.025621	LMDirichlet1000.0-D10-content
612	Q0	FT944-610	1	9.262913	LMDirichlet1000.0-D10-content
415	Q0	FBIS3-60025	3	11.843657	LMDirichlet1000.0-D10-content
620	Q0	FBIS3-57945	9	7.8073373	LMDirichlet1000.0-D10-content
321	Q0	LA121690-0044	1	7.2574563	LMDirichlet1000.0-D10-content
303	Q0	LA042790-0070	5	14.859318	LMDirichlet1000.0-D10-content
340	Q0	FT941-6884	2	8.146408	LMDirichlet1000.0-D10-content
694	Q0	LA072990-0199	7	11.528467	LMDirichlet1000.0-D10-content
354	Q0	FBIS4-2431	3	5.3647575	LMDirichlet1000.0-D10-content
395	Q0	FT943-44	6	5.5825825	LMDirichlet1000.0-D10-content
405	Q0	LA090190-0129	6	8.198366	LMDirichlet1000.0-D10-content
636	Q0	LA020190-0092	10	7.021022	LMDirichlet1000.0-D10-content
678	Q0	LA071490-0054	5	6.9888115	LMDirichlet1000.0-D10-content
636	Q0	LA080190-0108	6	7.338352	LMDirichlet1000.0-D10-content
653	Q0	FBIS4-9824	9	14.46798	LMDirichlet1000.0-D10-content
650	Q0	LA121289-0027	10	6.7743454	LMDirichlet1000.0-D10-content
375	Q0	FBIS4-44635	3	9.070785	LMDirichlet1000.0-D10-content
631	Q0	LA022890-0067	6	12.112184	LMDirichlet1000.0-D10-content
339	Q0	LA072489-0041	4	11.82335	LMDirichlet1000.0-D10-content
626	Q0	LA120889-0164	7	6.1662216	LMDirichlet1000.0-D10-content
601	Q0	FT944-10568	3	9.992674	LMDirichlet1000.0-D10-content
355	Q0	LA040389-0041	4	7.6436024	LMDirichlet1000.0-D10-content
657	Q0	LA061489-0093	7	7.9643536	LMDirichlet1000.0-D10-content
306	Q0	FT923-5771	8	7.075507	LMDirichlet1000.0-D10-content
617	Q0	FT944-12369	7	6.8967066	LMDirichlet1000.0-D10-content
605	Q0	FBIS3-43072	2	8.541601	LMDirichlet1000.0-D10-content
337	Q0	FBIS4-45906	4	12.604135	LMDirichlet1000.0-D10-content
388	Q0	FT943-15995	2	7.585586	LMDirichlet1000.0-D10-content
347	Q0	FBIS3-60340	1	10.795742	LMDirichlet1000.0-D10-content
693	Q0	FT943-9619	4	8.017171	LMDirichlet1000.0-D10-content
696	Q0	LA100790-0250	1	11.657785	LMDirichlet1000.0-D10-content
403	Q0	LA020490-0136	4	8.602817	LMDirichlet1000.0-D10-content
399	Q0	FT924-3602	7	9.931009	LMDirichlet1000.0-D10-content
303	Q0	LA070990-0052	3	15.297589	LMDirichlet1000.0-D10-content
441	Q0	LA112690-0027	3	8.364464	LMDirichlet1000.0-D10-content
692	Q0	FT942-14511	3	15.213094	LMDirichlet1000.0-D10-content
680	Q0	LA022590-0190	1	10.349798	LMDirichlet1000.0-D10-content
385	Q0	FR940922-1-00018	3	9.835907	LMDirichlet1000.0-D10-content
332	Q0	FBIS4-66206	10	7.215913	LMDirichlet1000.0-D10-content
313	Q0	FBIS4-66412	7	19.395245	LMDirichlet1000.0-D10-content
313	Q0	LA081590-0078	6	19.547117	LMDirichlet1000.0-D10-content
411	Q0	FR940511-0-00043	9	11.231754	LMDirichlet1000.0-D10-content
356	Q0	LA020490-0136	3	8.560698	LMDirichlet1000.0-D10-content
359	Q0	FT923-12294	2	8.575379	LMDirichlet1000.0-D10-content
624	Q0	LA110289-0116	9	11.814866	LMDirichlet1000.0-D10-content
413	Q0	FT931-7267	10	6.2058783	LMDirichlet1000.0-D10-content
605	Q0	LA060489-0030	7	7.89214	LMDirichlet1000.0-D10-content
312	Q0	FBIS4-67023	7	8.291939	LMDirichlet1000.0-D10-content
309	Q0	LA090190-0055	1	7.748609	LMDirichlet1000.0-D10-content
427	Q0	FR941028-2-00201	2	12.58525	LMDirichlet1000.0-D10-content
330	Q0	FBIS3-13790	6	9.387443	LMDirichlet1000.0-D10-content
665	Q0	LA122290-0008	7	8.849151	LMDirichlet1000.0-D10-content
652	Q0	FBIS3-28847	9	8.089824	LMDirichlet1000.0-D10-content
646	Q0	FBIS3-40525	1	9.426791	LMDirichlet1000.0-D10-content
674	Q0	FT944-10010	4	7.4706492	LMDirichlet1000.0-D10-content
447	Q0	FT922-578	2	9.287229	LMDirichlet1000.0-D10-content
601	Q0	FBIS3-38725	6	9.616279	LMDirichlet1000.0-D10-content
316	Q0	LA101389-0176	9	8.221377	LMDirichlet1000.0-D10-content
373	Q0	FT933-10240	1	11.055804	LMDirichlet1000.0-D10-content
305	Q0	LA031689-0177	8	5.0274553	LMDirichlet1000.0-D10-content
310	Q0	LA091089-0202	5	10.43297	LMDirichlet1000.0-D10-content
364	Q0	FBIS3-22604	8	7.999776	LMDirichlet1000.0-D10-content
378	Q0	FT933-13107	3	6.807482	LMDirichlet1000.0-D10-content
378	Q0	FT933-12700	7	6.253109	LMDirichlet1000.0-D10-content
606	Q0	LA100889-0224	9	7.6727657	LMDirichlet1000.0-D10-content
339	Q0	LA101090-0147	7	11.099328	LMDirichlet1000.0-D10-content
429	Q0	FR940202-2-00107	7	8.051192	LMDirichlet1000.0-D10-content
638	Q0	LA080989-0042	10	6.146121	LMDirichlet1000.0-D10-content
641	Q0	LA020890-0204	10	11.745945	LMDirichlet1000.0-D10-content
362	Q0	FBIS4-49075	6	6.307608	LMDirichlet1000.0-D10-content
388	Q0	FBIS3-26064	6	7.268426	LMDirichlet1000.0-D10-content
312	Q0	LA102490-0077	4	8.76943	LMDirichlet1000.0-D10-content
383	Q0	LA070390-0063	3	11.505769	LMDirichlet1000.0-D10-content
422	Q0	LA092489-0079	5	8.604988	LMDirichlet1000.0-D10-content
377	Q0	LA022689-0024	7	10.171343	LMDirichlet1000.0-D10-content
335	Q0	LA070190-0096	8	9.768322	LMDirichlet1000.0-D10-content
673	Q0	LA011689-0035	3	11.856563	LMDirichlet1000.0-D10-content
394	Q0	LA020190-0153	9	4.318548	LMDirichlet1000.0-D10-content
378	Q0	FT924-10430	9	6.224063	LMDirichlet1000.0-D10-content
392	Q0	FBIS4-44738	8	7.0630937	LMDirichlet1000.0-D10-content
610	Q0	FBIS3-42750	6	9.034763	LMDirichlet1000.0-D10-content
623	Q0	FBIS3-21515	7	11.614869	LMDirichlet1000.0-D10-content
436	Q0	LA032289-0016	4	6.9723473	LMDirichlet1000.0-D10-content
627	Q0	LA112890-0049	2	6.2174873	LMDirichlet1000.0-D10-content
429	Q0	LA062090-0050	10	7.6278877	LMDirichlet1000.0-D10-content
390	Q0	LA011089-0045	8	8.337143	LMDirichlet1000.0-D10-content
668	Q0	FT922-8871	3	5.5600195	LMDirichlet1000.0-D10-content
321	Q0	FBIS4-68537	4	6.3396263	LMDirichlet1000.0-D10-content
655	Q0	FR941128-2-00069	7	8.886095	LMDirichlet1000.0-D10-content
421	Q0	FR940713-1-00070	4	9.09506	LMDirichlet1000.0-D10-content
435	Q0	FBIS3-27959	1	8.68072	LMDirichlet1000.0-D10-content
418	Q0	LA080990-0204	6	7.282951	LMDirichlet1000.0-D10-content
368	Q0	LA102990-0096	9	10.458001	LMDirichlet1000.0-D10-content
406	Q0	LA051790-0095	1	8.144573	LMDirichlet1000.0-D10-content
676	Q0	FBIS3-41157	6	11.693983	LMDirichlet1000.0-D10-content
699	Q0	LA102790-0160	7	5.4620605	LMDirichlet1000.0-D10-content
387	Q0	FBIS3-22219	8	9.347727	LMDirichlet1000.0-D10-content
663	Q0	LA033090-0070	1	10.378097	LMDirichlet1000.0-D10-content
319	Q0	FBIS3-42999	8	5.877302	LMDirichlet1000.0-D10-content
677	Q0	FT923-14710	9	13.476984	LMDirichlet1000.0-D10-content
623	Q0	FBIS3-41450	2	12.298862	LMDirichlet1000.0-D10-content
440	Q0	FR940513-1-00099	3	6.9048586	LMDirichlet1000.0-D10-content
316	Q0	LA012789-0030	10	8.221377	LMDirichlet1000.0-D10-content
343	Q0	LA071090-0065	2	6.2509003	LMDirichlet1000.0-D10-content
327	Q0	FBIS3-59846	1	9.260662	LMDirichlet1000.0-D10-content
640	Q0	FT944-15308	1	10.979539	LMDirichlet1000.0-D10-content
629	Q0	LA053090-0024	6	10.062964	LMDirichlet1000.0-D10-content
390	Q0	LA111090-0112	1	10.676935	LMDirichlet1000.0-D10-content
645	Q0	FT942-9936	6	10.954228	LMDirichlet1000.0-D10-content
621	Q0	LA111989-0149	8	14.726011	LMDirichlet1000.0-D10-content
687	Q0	FT933-4356	8	8.830081	LMDirichlet1000.0-D10-content
435	Q0	FBIS4-66698	4	8.084516	LMDirichlet1000.0-D10-content
309	Q0	LA040289-0162	2	7.2408595	LMDirichlet1000.0-D10-content
648	Q0	FR941202-0-00176	2	7.18392	LMDirichlet1000.0-D10-content
685	Q0	LA033189-0070	6	9.189258	LMDirichlet1000.0-D10-content
690	Q0	FBIS4-49221	5	7.527119	LMDirichlet1000.0-D10-content
695	Q0	LA030389-0147	1	13.49791	LMDirichlet1000.0-D10-content
383	Q0	LA122590-0020	8	9.976416	LMDirichlet1000.0-D10-content
384	Q0	FT941-793	6	11.404632	LMDirichlet1000.0-D10-content
700	Q0	FBIS4-67597	10	6.8008175	LMDirichlet1000.0-D10-content
438	Q0	FT924-3105	10	8.647079	LMDirichlet1000.0-D10-content
417	Q0	FT931-3244	4	5.709954	LMDirichlet1000.0-D10-content
408	Q0	LA062290-0070	8	9.597524	LMDirichlet1000.0-D10-content
425	Q0	FBIS4-26260	4	9.020741	LMDirichlet1000.0-D10-content
635	Q0	LA061090-0035	10	8.8824835	LMDirichlet1000.0-D10-content
684	Q0	FR940128-0-00030	3	5.45425	LMDirichlet1000.0-D10-content
678	Q0	LA031690-0158	2	8.420818	LMDirichlet1000.0-D10-content
423	Q0	FBIS4-32111	2	19.718672	LMDirichlet1000.0-D10-content
370	Q0	FR940105-0-00050	1	8.185013	LMDirichlet1000.0-D10-content
414	Q0	FT944-11926	2	10.7280855	LMDirichlet1000.0-D10-content
673	Q0	LA012789-0015	8	11.19325	LMDirichlet1000.0-D10-content
401	Q0	FBIS3-39117	7	5.834349	LMDirichlet1000.0-D10-content
658	Q0	LA113089-0117	7	9.612402	LMDirichlet1000.0-D10-content
403	Q0	FR940525-1-00062	1	8.928207	LMDirichlet1000.0-D10-content
656	Q0	LA060989-0119	2	11.236074	LMDirichlet1000.0-D10-content
613	Q0	LA111089-0127	4	9.500456	LMDirichlet1000.0-D10-content
607	Q0	FT933-16361	10	9.092065	LMDirichlet1000.0-D10-content
361	Q0	LA121889-0008	1	12.099467	LMDirichlet1000.0-D10-content
369	Q0	LA110789-0040	5	16.28199	LMDirichlet1000.0-D10-content
448	Q0	FT921-11935	6	5.2341366	LMDirichlet1000.0-D10-content
393	Q0	LA100790-0068	7	7.2467546	LMDirichlet1000.0-D10-content
432	Q0	FT933-17008	1	8.552322	LMDirichlet1000.0-D10-content
332	Q0	LA030389-0147	1	8.802345	LMDirichlet1000.0-D10-content
400	Q0	LA012289-0165	6	14.248446	LMDirichlet1000.0-D10-content
439	Q0	LA100589-0058	1	11.21999	LMDirichlet1000.0-D10-content
336	Q0	LA021289-0039	4	6.482349	LMDirichlet1000.0-D10-content
321	Q0	FT932-3401	6	6.1270103	LMDirichlet1000.0-D10-content
685	Q0	LA032989-0011	10	8.649485	LMDirichlet1000.0-D10-content
